Organism,Seq,Positions,,,,,
Strepto,1273,410-577,,,,,
Strepto,1274,381-425,519-567,,,,
Strepto,1275,334-455,,,,,
Strepto,1276,335-476,,,,,
Strepto,1277,156-211,304-386,453-506,,,
Strepto,1278,0-84,460-518,,,,
Strepto,1279,425-462,,,,,
Strepto,1280,363-535,,,,,
Strepto,1281,353-428,,,,,
Strepto,1282,413-513,,,,,
Strepto,1283,299-345,522-613,,,,
Strepto,1284,350-468,,,,,
Strepto,1285,141-219,550-613,,,,
Strepto,1286,331-509,,,,,
Strepto,1287,49-157,,,,,
Strepto,1288,351-461,,,,,
Strepto,1289,368-406,502-543,,,,
Strepto,1290,310-540,,,,,
Strepto,1291,386-469,492-562,,,,
Strepto,1292,395-455,481-547,,,,
Strepto,1293,389-472,,,,,
Strepto,1294,50-117,392-432,,,,
Strepto,1295,366-486,,,,,
Strepto,1296,284-320,,,,,
Strepto,1297,388-468,,,,,
Strepto,1298,165-231,397-496,,,,
Strepto,1299,380-437,,,,,
Strepto,1300,370-453,,,,,
Strepto,1301,391-448,461-581,,,,
Strepto,1302,96-169,388-503,,,,
Strepto,1303,351-471,,,,,
Strepto,1304,304-439,481-524,,,,
Strepto,1305,,,,,,
Strepto,1306,283-348,356-417,,,,
Strepto,1307,410-466,,,,,
Strepto,1308,265-316,392-509,,,,
Strepto,1309,137-207,450-492,,,,
Strepto,1310,269-348,,,,,
Strepto,1311,453-556,,,,,
Strepto,1312,,,,,,
Strepto,1313,0-70,437-557,,,,
Strepto,1314,417-507,,,,,
Strepto,1315,,,,,,
Strepto,1316,21-86,391-497,,,,
Strepto,1317,221-263,,,,,
Strepto,1318,385-455,,,,,
Strepto,1319,411-460,,,,,
Strepto,1320,248-289,361-476,,,,
Strepto,1321,281-378,,,,,
Strepto,1322,353-392,,,,,
Strepto,1323,426-520,,,,,
Strepto,1324,391-524,,,,,
Strepto,1325,,,,,,
Strepto,1326,423-482,,,,,
Strepto,1327,284-363,,,,,
Strepto,1328,375-493,,,,,
Strepto,1329,363-458,,,,,
Strepto,1330,325-417,,,,,
Strepto,1331,269-388,,,,,
Strepto,1332,143-200,555-613,,,,
Strepto,1333,218-348,397-478,,,,
Strepto,1334,,,,,,
Strepto,1335,,,,,,
Strepto,1336,431-487,,,,,
Strepto,1337,257-327,,,,,
Strepto,1338,331-415,,,,,
Strepto,1339,552-612,,,,,
Strepto,1340,89-180,363-475,,,,
Strepto,1341,,,,,,
Strepto,1342,0-74,336-451,,,,
Strepto,1343,423-527,,,,,
Strepto,1344,51-145,382-451,,,,
Strepto,1345,,,,,,
Strepto,1346,261-360,382-541,,,,
Strepto,1347,407-445,,,,,
Strepto,1348,,,,,,
Strepto,1349,0-42,,,,,
Strepto,1350,,,,,,
Strepto,1351,455-496,568-613,,,,
Strepto,1352,,,,,,
Strepto,1353,230-344,409-472,512-568,,,
Strepto,1354,541-613,,,,,
Strepto,1355,414-565,,,,,
Strepto,1356,363-492,,,,,
Strepto,1357,476-543,,,,,
Strepto,1358,296-341,,,,,
Strepto,1359,314-453,,,,,
Strepto,1360,455-497,,,,,
Strepto,1361,471-512,,,,,
Strepto,1362,409-527,,,,,
Strepto,1363,,,,,,
Strepto,1364,279-398,406-490,,,,
Strepto,1365,320-468,,,,,
Strepto,1366,312-373,552-607,,,,
Strepto,1367,,,,,,
Strepto,1368,,,,,,
Strepto,1369,0-76,417-467,,,,
Strepto,1370,405-478,,,,,
Strepto,1371,416-543,,,,,
Strepto,1372,459-514,,,,,
Strepto,1373,432-488,541-578,,,,
Strepto,1374,,,,,,
Strepto,1375,410-456,538-613,,,,
Strepto,1376,427-502,,,,,
Strepto,1377,385-496,,,,,
Strepto,1378,356-473,,,,,
Strepto,1379,360-480,,,,,
Strepto,1380,,,,,,
Strepto,1381,398-440,520-594,,,,
Strepto,1382,39-94,148-212,268-375,498-554,,
Strepto,1383,153-193,198-268,482-538,,,
Strepto,1384,63-110,395-470,,,,
Strepto,1385,455-580,,,,,
Strepto,1386,357-439,,,,,
Strepto,1387,173-328,332-401,,,,
Strepto,1388,326-426,,,,,
Strepto,1389,338-480,,,,,
Strepto,1390,62-135,423-527,,,,
Strepto,1391,9-52,,,,,
Strepto,1392,329-402,412-458,,,,
Strepto,1393,429-507,,,,,
Strepto,1394,329-367,446-484,,,,
Strepto,1395,357-430,445-562,,,,
Strepto,1396,231-323,,,,,
Strepto,1397,324-408,,,,,
Strepto,1398,392-461,,,,,
Strepto,1399,354-447,,,,,
Strepto,1400,193-240,310-396,,,,
Strepto,1401,,,,,,
Strepto,1402,141-182,261-376,,,,
Strepto,1403,428-515,,,,,
Strepto,1404,,,,,,
Strepto,1405,424-509,,,,,
Strepto,1406,,,,,,
Strepto,1407,424-460,,,,,
Strepto,1408,0-62,,,,,
Strepto,1409,154-193,261-306,463-548,,,
Strepto,1410,296-386,407-446,,,,
Strepto,1411,71-133,,,,,
Strepto,1412,339-408,445-557,,,,
Strepto,1413,394-508,516-564,,,,
Strepto,1414,93-131,487-543,,,,
Strepto,1415,559-613,,,,,
Strepto,1416,,,,,,
Strepto,1417,278-358,,,,,
Strepto,1418,391-432,487-563,,,,
Strepto,1419,462-516,,,,,
Strepto,1420,321-544,,,,,
Strepto,1421,209-246,364-432,,,,
Strepto,1422,18-68,164-267,547-603,,,
Strepto,1423,0-96,546-613,,,,
Strepto,1424,133-233,303-432,,,,
Strepto,1425,385-460,,,,,
Strepto,1426,329-389,,,,,
Strepto,1427,198-236,406-477,,,,
Strepto,1428,393-491,,,,,
Strepto,1429,431-487,,,,,
Strepto,1430,400-497,,,,,
Strepto,1431,408-446,544-599,,,,
Strepto,1432,372-495,,,,,
Strepto,1433,532-613,,,,,
Strepto,1434,564-613,,,,,
Strepto,1435,82-140,159-262,421-539,,,
Strepto,1436,423-478,,,,,
Strepto,1437,325-435,,,,,
Strepto,1438,379-473,,,,,
Strepto,1439,314-377,,,,,
Strepto,1440,,,,,,
Strepto,1441,,,,,,
Strepto,1442,502-591,,,,,
Strepto,1443,127-169,,,,,
Strepto,1444,,,,,,
Strepto,1445,323-377,401-438,,,,
Strepto,1446,503-591,,,,,
Strepto,1447,424-481,,,,,
Strepto,1448,349-493,,,,,
Strepto,1449,205-353,444-491,,,,
Strepto,1450,363-445,,,,,
Strepto,1451,192-240,,,,,
Strepto,1452,246-287,308-450,556-607,,,
Strepto,1453,553-590,,,,,
Strepto,1454,368-429,439-498,505-542,,,
Strepto,1455,345-395,509-560,,,,
Strepto,1456,361-420,,,,,
Strepto,1457,468-512,,,,,
Strepto,1458,357-413,472-515,,,,
Strepto,1459,211-247,257-324,398-464,,,
Strepto,1460,169-254,,,,,
Strepto,1461,347-412,,,,,
Strepto,1462,438-546,,,,,
Strepto,1463,385-460,,,,,
Strepto,1464,279-319,,,,,
Strepto,1465,24-61,418-529,,,,
Strepto,1466,414-499,,,,,
Strepto,1467,397-436,446-502,,,,
Strepto,1468,355-448,,,,,
Strepto,1469,,,,,,
Strepto,1470,230-433,,,,,
Strepto,1471,326-447,,,,,
Strepto,1472,,,,,,
Strepto,1473,,,,,,
Strepto,1474,,,,,,
Strepto,1475,354-486,,,,,
Strepto,1476,178-377,531-568,,,,
Strepto,1477,442-498,506-573,,,,
Strepto,1478,266-319,417-482,,,,
Strepto,1479,,,,,,
Strepto,1480,,,,,,
Strepto,1481,349-394,,,,,
Strepto,1482,412-480,,,,,
Strepto,1483,207-251,385-592,,,,
Strepto,1484,210-362,,,,,
Strepto,1485,490-581,,,,,
Strepto,1486,324-411,493-559,568-606,,,
Strepto,1487,342-444,,,,,
Strepto,1488,388-475,,,,,
Strepto,1489,378-451,,,,,
Strepto,1490,251-298,,,,,
Strepto,1491,,,,,,
Strepto,1492,296-386,438-492,,,,
Strepto,1493,0-48,416-463,,,,
Strepto,1494,432-510,,,,,
Strepto,1495,405-471,,,,,
Strepto,1496,405-487,,,,,
Strepto,1497,407-475,510-577,,,,
Strepto,1498,467-518,,,,,
Strepto,1499,298-359,,,,,
Strepto,1500,237-471,,,,,
Strepto,1501,,,,,,
Strepto,1502,402-460,,,,,
Strepto,1503,270-330,,,,,
Strepto,1504,430-471,493-572,,,,
Strepto,1505,149-258,378-425,,,,
Strepto,1506,414-472,,,,,
Strepto,1507,358-440,,,,,
Strepto,1508,216-308,,,,,
Strepto,1509,368-408,506-557,,,,
Strepto,1510,383-519,,,,,
Strepto,1511,363-468,,,,,
Strepto,1512,306-369,416-453,,,,
Strepto,1513,379-452,,,,,
Strepto,1514,382-477,,,,,
Strepto,1515,287-394,,,,,
Strepto,1516,373-471,,,,,
Strepto,1517,448-524,,,,,
Strepto,1518,341-380,493-537,,,,
Strepto,1519,,,,,,
Strepto,1520,342-467,,,,,
Strepto,1521,574-613,,,,,
Strepto,1522,291-350,,,,,
Strepto,1523,280-318,368-422,,,,
Strepto,1524,389-473,,,,,
Strepto,1525,192-272,337-488,,,,
Strepto,1526,320-426,,,,,
Strepto,1527,,,,,,
Strepto,1528,278-369,,,,,
Strepto,1529,,,,,,
Strepto,1530,144-184,,,,,
Strepto,1531,0-51,572-613,,,,
Strepto,1532,463-501,,,,,
Strepto,1533,313-465,,,,,
Strepto,1534,174-215,335-430,504-564,,,
Strepto,1535,442-485,,,,,
Strepto,1536,,,,,,
Strepto,1537,394-488,,,,,
Strepto,1538,,,,,,
Strepto,1539,338-405,482-521,,,,
Strepto,1540,376-452,566-613,,,,
Strepto,1541,,,,,,
Strepto,1542,360-438,,,,,
Strepto,1543,420-517,,,,,
Strepto,1544,303-384,,,,,
Strepto,1545,372-408,,,,,
Strepto,1546,407-506,,,,,
Strepto,1547,309-394,,,,,
Strepto,1548,93-168,,,,,
Strepto,1549,395-461,561-613,,,,
Strepto,1550,359-422,,,,,
Strepto,1551,387-501,573-613,,,,
Strepto,1552,456-498,,,,,
Strepto,1553,229-300,528-574,,,,
Strepto,1554,365-411,437-482,,,,
Strepto,1555,,,,,,
Strepto,1556,354-426,,,,,
Strepto,1557,413-497,,,,,
Strepto,1558,199-378,382-420,,,,
Strepto,1559,409-491,565-613,,,,
Strepto,1560,,,,,,
Strepto,1561,363-565,,,,,
Strepto,1562,253-291,419-487,,,,
Strepto,1563,370-443,,,,,
Strepto,1564,372-445,,,,,
Strepto,1565,,,,,,
Strepto,1566,436-479,,,,,
Strepto,1567,413-520,,,,,
Strepto,1568,,,,,,
Strepto,1569,324-370,539-609,,,,
Strepto,1570,0-43,507-589,,,,
Strepto,1571,18-74,419-486,,,,
Strepto,1572,2-69,,,,,
Strepto,1573,296-358,366-434,,,,
Strepto,1574,,,,,,
Strepto,1575,360-549,,,,,
Strepto,1576,304-395,,,,,
Strepto,1577,,,,,,
Strepto,1578,59-121,,,,,
Strepto,1579,450-491,,,,,
Strepto,1580,294-394,,,,,
Strepto,1581,403-539,,,,,
Strepto,1582,221-319,352-442,,,,
Strepto,1583,321-400,,,,,
Strepto,1584,279-344,502-587,,,,
Strepto,1585,445-543,,,,,
Strepto,1586,,,,,,
Strepto,1587,387-581,,,,,
Strepto,1588,479-531,,,,,
Strepto,1589,198-239,331-422,,,,
Strepto,1590,250-305,,,,,
Strepto,1591,0-37,400-475,,,,
Strepto,1592,572-610,,,,,
Strepto,1593,425-501,,,,,
Strepto,1594,371-468,,,,,
Strepto,1595,291-345,371-410,419-488,552-613,,
Strepto,1596,400-525,,,,,
Strepto,1597,408-476,,,,,
Strepto,1598,,,,,,
Strepto,1599,,,,,,
Strepto,1600,379-423,,,,,
Strepto,1601,152-206,426-486,493-573,,,
Strepto,1602,533-571,576-613,,,,
Strepto,1603,572-613,,,,,
Strepto,1604,195-244,,,,,
Strepto,1605,,,,,,
Strepto,1606,340-432,,,,,
Strepto,1607,342-382,,,,,
Strepto,1608,223-266,330-377,545-613,,,
Strepto,1609,243-320,407-471,,,,
Strepto,1610,361-470,,,,,
Strepto,1611,374-454,,,,,
Strepto,1612,,,,,,
Strepto,1613,452-495,,,,,
Strepto,1614,441-486,,,,,
Strepto,1615,218-349,365-420,,,,
Strepto,1616,81-117,278-441,470-568,,,
Strepto,1617,,,,,,
Strepto,1618,418-492,,,,,
Strepto,1619,400-524,,,,,
Strepto,1620,369-416,,,,,
Strepto,1621,21-60,,,,,
Strepto,1622,543-581,,,,,
Strepto,1623,102-200,,,,,
Strepto,1624,386-460,532-583,,,,
Strepto,1625,502-558,,,,,
Strepto,1626,409-500,,,,,
Strepto,1627,215-280,330-388,,,,
Strepto,1628,574-613,,,,,
Strepto,1629,306-471,525-578,,,,
Strepto,1630,418-507,,,,,
Strepto,1631,74-193,557-613,,,,
Strepto,1632,,,,,,
Strepto,1633,380-510,,,,,
Strepto,1634,415-480,,,,,
Strepto,1635,,,,,,
Strepto,1636,,,,,,
Strepto,1637,397-456,,,,,
Strepto,1638,385-529,,,,,
Strepto,1639,,,,,,
Strepto,1640,401-503,,,,,
Strepto,1641,182-284,318-370,,,,
Strepto,1642,68-115,218-283,,,,
Strepto,1643,297-460,,,,,
Strepto,1644,14-85,275-333,449-528,,,
Strepto,1645,399-493,,,,,
Strepto,1646,304-351,463-539,544-605,,,
Strepto,1647,277-333,373-423,505-546,,,
Strepto,1648,151-345,,,,,
Strepto,1649,464-553,,,,,
Strepto,1650,393-471,,,,,
Strepto,1651,312-372,377-498,,,,
Strepto,1652,412-479,,,,,
Strepto,1653,439-517,539-596,,,,
Strepto,1654,312-398,,,,,
Strepto,1655,361-467,,,,,
Strepto,1656,154-191,,,,,
Strepto,1657,82-126,368-412,,,,
Strepto,1658,313-407,,,,,
Strepto,1659,359-481,,,,,
Strepto,1660,,,,,,
Strepto,1661,380-480,,,,,
Strepto,1662,239-295,,,,,
Strepto,1663,0-42,134-170,315-381,,,
Strepto,1664,329-424,,,,,
Strepto,1665,,,,,,
Strepto,1666,506-570,,,,,
Strepto,1667,445-519,,,,,
Strepto,1668,125-176,467-519,,,,
Strepto,1669,272-320,338-475,,,,
Strepto,1670,275-381,407-517,,,,
Strepto,1671,342-456,,,,,
Strepto,1672,462-534,,,,,
Strepto,1673,385-567,,,,,
Strepto,1674,242-305,340-402,,,,
Strepto,1675,343-483,499-553,,,,
Strepto,1676,307-370,,,,,
Strepto,1677,346-468,,,,,
Strepto,1678,333-410,,,,,
Strepto,1679,508-555,,,,,
Strepto,1680,363-535,,,,,
Strepto,1681,367-409,,,,,
Strepto,1682,334-388,,,,,
Strepto,1683,384-467,,,,,
Strepto,1684,70-161,468-517,,,,
Strepto,1685,426-477,,,,,
Strepto,1686,184-223,,,,,
Strepto,1687,,,,,,
Strepto,1688,235-311,369-427,,,,
Strepto,1689,19-55,,,,,
Strepto,1690,,,,,,
Strepto,1691,60-100,452-526,,,,
Strepto,1692,478-558,,,,,
Strepto,1693,337-436,462-514,,,,
Strepto,1694,412-486,,,,,
Strepto,1695,355-439,,,,,
Strepto,1696,,,,,,
Strepto,1697,,,,,,
Strepto,1698,130-174,,,,,
Strepto,1699,459-503,,,,,
Strepto,1700,439-512,,,,,
Strepto,1701,,,,,,
Strepto,1702,242-299,374-505,,,,
Strepto,1703,299-380,446-487,,,,
Strepto,1704,345-431,497-552,,,,
Strepto,1705,326-483,,,,,
Strepto,1706,411-463,,,,,
Strepto,1707,450-543,,,,,
Strepto,1708,303-377,383-484,,,,
Strepto,1709,415-503,,,,,
Strepto,1710,402-472,510-613,,,,
Strepto,1711,414-494,,,,,
Strepto,1712,489-532,,,,,
Strepto,1713,,,,,,
Strepto,1714,418-524,,,,,
Strepto,1715,436-479,,,,,
Strepto,1716,3-44,372-491,,,,
Strepto,1717,474-573,,,,,
Strepto,1718,422-526,,,,,
Strepto,1719,382-443,452-539,564-613,,,
Strepto,1720,198-235,239-310,340-437,,,
Strepto,1721,396-462,,,,,
Strepto,1722,399-444,569-613,,,,
Strepto,1723,370-438,,,,,
Strepto,1724,320-403,485-569,,,,
Strepto,1725,437-502,,,,,
Strepto,1726,414-463,,,,,
Strepto,1727,0-51,543-599,,,,
Strepto,1728,389-454,,,,,
Strepto,1729,,,,,,
Strepto,1730,209-252,395-470,,,,
Strepto,1731,342-398,,,,,
Strepto,1732,437-613,,,,,
Strepto,1733,296-358,,,,,
Strepto,1734,107-158,292-334,448-512,,,
Strepto,1735,279-343,,,,,
Strepto,1736,420-479,,,,,
Strepto,1737,9-67,114-157,427-506,,,
Strepto,1738,404-479,,,,,
Strepto,1739,351-459,,,,,
Strepto,1740,285-428,,,,,
Strepto,1741,212-316,339-451,,,,
Strepto,1742,42-115,499-572,,,,
Strepto,1743,398-479,519-565,,,,
Strepto,1744,16-92,173-282,,,,
Strepto,1745,417-503,,,,,
Strepto,1746,457-598,,,,,
Strepto,1747,462-533,,,,,
Strepto,1748,242-321,433-478,,,,
Strepto,1749,221-271,369-423,,,,
Strepto,1750,334-440,,,,,
Strepto,1751,378-415,545-613,,,,
Strepto,1752,165-212,,,,,
Strepto,1753,73-118,282-335,392-441,,,
Strepto,1754,284-510,,,,,
Strepto,1755,371-436,,,,,
Strepto,1756,340-503,,,,,
Strepto,1757,,,,,,
Strepto,1758,0-130,428-478,,,,
Strepto,1759,414-470,,,,,
Strepto,1760,,,,,,
Strepto,1761,373-464,,,,,
Strepto,1762,1-45,351-480,,,,
Strepto,1763,,,,,,
Strepto,1764,350-418,431-478,,,,
Strepto,1765,321-494,506-603,,,,
Strepto,1766,136-185,,,,,
Strepto,1767,217-299,532-613,,,,
Strepto,1768,499-557,,,,,
Strepto,1769,340-458,464-521,,,,
Strepto,1770,439-574,,,,,
Strepto,1771,0-162,365-406,528-590,,,
Strepto,1772,431-516,,,,,
Strepto,1773,414-501,,,,,
Strepto,1774,199-274,391-459,,,,
Strepto,1775,18-107,,,,,
Strepto,1776,412-474,571-613,,,,
Strepto,1777,420-494,,,,,
Strepto,1778,,,,,,
Strepto,1779,378-503,,,,,
Strepto,1780,427-465,535-591,,,,
Strepto,1781,541-581,,,,,
Strepto,1782,161-228,346-399,,,,
Strepto,1783,391-537,,,,,
Strepto,1784,377-414,435-479,,,,
Strepto,1785,577-613,,,,,
Strepto,1786,18-73,139-272,384-431,,,
Strepto,1787,279-340,,,,,
Strepto,1788,70-139,,,,,
Strepto,1789,115-196,214-255,263-359,,,
Strepto,1790,189-232,473-613,,,,
Strepto,1791,382-446,455-498,,,,
Strepto,1792,384-459,,,,,
Strepto,1793,,,,,,
Strepto,1794,136-177,230-588,,,,
Strepto,1795,460-540,,,,,
Strepto,1796,,,,,,
Strepto,1797,298-352,409-519,,,,
Strepto,1798,348-452,,,,,
Strepto,1799,,,,,,
Strepto,1800,169-243,300-474,559-613,,,
Strepto,1801,430-473,,,,,
Strepto,1802,311-431,,,,,
Strepto,1803,16-84,260-303,390-451,493-531,,
Strepto,1804,355-497,,,,,
Strepto,1805,,,,,,
Strepto,1806,253-303,437-524,,,,
Strepto,1807,283-545,,,,,
Strepto,1808,364-443,,,,,
Strepto,1809,418-467,,,,,
Strepto,1810,312-491,,,,,
Strepto,1811,0-53,63-300,,,,
Strepto,1812,344-413,417-494,,,,
Strepto,1813,311-416,422-487,522-583,,,
Strepto,1814,402-523,,,,,
Strepto,1815,314-357,366-426,432-491,,,
Strepto,1816,263-412,,,,,
Strepto,1817,372-443,,,,,
Strepto,1818,398-577,,,,,
Strepto,1819,374-452,,,,,
Strepto,1820,104-204,,,,,
Strepto,1821,348-405,428-472,,,,
Strepto,1822,201-252,,,,,
Strepto,1823,328-468,,,,,
Strepto,1824,178-229,322-480,,,,
Strepto,1825,,,,,,
Strepto,1826,524-572,,,,,
Strepto,1827,299-351,403-447,,,,
Strepto,1828,377-528,569-613,,,,
Strepto,1829,432-585,,,,,
Strepto,1830,291-378,496-594,,,,
Strepto,1831,426-554,,,,,
Strepto,1832,362-476,,,,,
Strepto,1833,406-458,,,,,
Strepto,1834,4-107,343-474,,,,
Strepto,1835,393-453,546-595,,,,
Strepto,1836,378-454,,,,,
Strepto,1837,337-441,,,,,
Strepto,1838,31-78,,,,,
Strepto,1839,404-613,,,,,
Strepto,1840,338-418,440-521,,,,
Strepto,1841,382-442,,,,,
Strepto,1842,341-481,,,,,
Strepto,1843,344-475,,,,,
Strepto,1844,409-459,541-584,,,,
Strepto,1845,407-456,,,,,
Strepto,1846,354-480,,,,,
Strepto,1847,426-508,,,,,
Strepto,1848,348-409,,,,,
Strepto,1849,384-463,,,,,
Strepto,1850,480-556,,,,,
Strepto,1851,399-446,,,,,
Strepto,1852,396-494,,,,,
Strepto,1853,73-193,,,,,
Strepto,1854,346-446,481-557,,,,
Strepto,1855,64-100,124-273,441-484,,,
Strepto,1856,,,,,,
Strepto,1857,286-469,,,,,
Strepto,1858,339-419,424-471,487-546,,,
Strepto,1859,429-527,,,,,
Strepto,1860,219-297,,,,,
Strepto,1861,183-266,293-330,,,,
Strepto,1862,193-256,380-544,,,,
Strepto,1863,0-62,,,,,
Strepto,1864,,,,,,
Strepto,1865,282-456,462-600,,,,
Strepto,1866,338-443,,,,,
Strepto,1867,293-346,377-421,,,,
Strepto,1868,,,,,,
Strepto,1869,216-466,553-613,,,,
Strepto,1870,402-500,,,,,
Strepto,1871,531-613,,,,,
Strepto,1872,272-398,,,,,
Strepto,1873,110-177,,,,,
Strepto,1874,,,,,,
Strepto,1875,,,,,,
Strepto,1876,49-223,230-272,416-457,561-613,,
Strepto,1877,,,,,,
Strepto,1878,47-95,417-457,,,,
Strepto,1879,292-355,366-475,,,,
Strepto,1880,254-341,,,,,
Strepto,1881,,,,,,
Strepto,1882,263-303,401-437,449-491,525-584,,
Strepto,1883,184-355,,,,,
Strepto,1884,241-311,365-455,,,,
Strepto,1885,12-54,313-434,,,,
Strepto,1886,,,,,,
Strepto,1887,390-485,532-609,,,,
Strepto,1888,460-504,,,,,
Strepto,1889,299-338,343-473,,,,
Strepto,1890,395-469,,,,,
Strepto,1891,328-451,,,,,
Strepto,1892,417-502,,,,,
Strepto,1893,323-367,371-426,433-469,,,
Strepto,1894,,,,,,
Strepto,1895,513-613,,,,,
Strepto,1896,129-238,,,,,
Strepto,1897,331-460,573-613,,,,
Strepto,1898,,,,,,
Strepto,1899,,,,,,
Strepto,1900,0-75,,,,,
Strepto,1901,371-471,,,,,
Strepto,1902,370-493,,,,,
Strepto,1903,394-462,,,,,
Strepto,1904,119-162,239-308,492-600,,,
Strepto,1905,396-463,,,,,
Strepto,1906,,,,,,
Strepto,1907,304-354,358-449,,,,
Strepto,1908,108-287,337-373,,,,
Strepto,1909,361-462,,,,,
Strepto,1910,151-233,509-610,,,,
Strepto,1911,298-349,544-613,,,,
Strepto,1912,438-492,,,,,
Strepto,1913,287-345,414-555,,,,
Strepto,1914,348-497,,,,,
Strepto,1915,,,,,,
Strepto,1916,420-479,,,,,
Strepto,1917,367-453,,,,,
Strepto,1918,332-391,422-491,,,,
Strepto,1919,254-328,,,,,
Strepto,1920,305-433,,,,,
Strepto,1921,420-520,,,,,
Strepto,1922,0-41,128-225,285-343,,,
Strepto,1923,353-413,,,,,
Strepto,1924,291-414,,,,,
Strepto,1925,270-324,350-438,509-594,,,
Strepto,1926,275-375,,,,,
Strepto,1927,62-198,,,,,
Strepto,1928,60-129,,,,,
Strepto,1929,352-474,,,,,
Strepto,1930,419-522,,,,,
Strepto,1931,372-447,,,,,
Strepto,1932,511-568,,,,,
Strepto,1933,,,,,,
Strepto,1934,,,,,,
Strepto,1935,349-385,,,,,
Strepto,1936,346-429,,,,,
Strepto,1937,219-288,330-435,,,,
Strepto,1938,217-338,373-476,,,,
Strepto,1939,351-460,,,,,
Strepto,1940,375-426,,,,,
Strepto,1941,342-443,,,,,
Strepto,1942,465-533,,,,,
Strepto,1943,192-253,412-469,,,,
Strepto,1944,53-103,367-442,,,,
Strepto,1945,259-374,388-486,,,,
Strepto,1946,267-324,,,,,
Strepto,1947,421-520,,,,,
Strepto,1948,407-488,,,,,
Strepto,1949,122-220,285-356,496-548,,,
Strepto,1950,576-613,,,,,
Strepto,1951,,,,,,
Strepto,1952,347-509,,,,,
Strepto,1953,394-455,,,,,
Strepto,1954,,,,,,
Strepto,1955,,,,,,
Strepto,1956,262-326,381-479,,,,
Strepto,1957,0-76,399-499,575-613,,,
Strepto,1958,13-55,187-243,,,,
Strepto,1959,347-423,,,,,
Strepto,1960,292-497,,,,,
Strepto,1961,91-139,459-513,,,,
Strepto,1962,321-455,,,,,
Strepto,1963,235-288,458-511,,,,
Strepto,1964,358-420,,,,,
Strepto,1965,,,,,,
Strepto,1966,105-180,223-344,422-613,,,
Strepto,1967,282-415,482-526,,,,
Strepto,1968,356-406,527-613,,,,
Strepto,1969,195-253,273-314,324-441,,,
Strepto,1970,265-310,,,,,
Strepto,1971,32-102,,,,,
Strepto,1972,433-504,,,,,
Strepto,1973,362-483,,,,,
Strepto,1974,310-475,,,,,
Strepto,1975,432-506,,,,,
Strepto,1976,257-316,,,,,
Strepto,1977,198-273,343-410,,,,
Strepto,1978,446-493,,,,,
Strepto,1979,472-543,,,,,
Strepto,1980,365-403,,,,,
Strepto,1981,59-141,,,,,
Strepto,1982,395-489,,,,,
Strepto,1983,288-346,,,,,
Strepto,1984,381-505,,,,,
Strepto,1985,444-544,,,,,
Strepto,1986,50-109,302-432,,,,
Strepto,1987,294-330,376-426,437-525,,,
Strepto,1988,0-54,184-253,378-465,,,
Strepto,1989,293-343,348-417,528-613,,,
Strepto,1990,392-471,,,,,
Strepto,1991,256-311,560-611,,,,
Strepto,1992,316-433,,,,,
Strepto,1993,352-498,,,,,
Strepto,1994,461-555,,,,,
Strepto,1995,23-89,,,,,
Strepto,1996,300-446,,,,,
Strepto,1997,83-141,509-554,,,,
Strepto,1998,324-463,,,,,
Strepto,1999,292-439,,,,,
Strepto,2000,312-507,,,,,
Strepto,2001,281-354,437-518,,,,
Strepto,2002,409-497,,,,,
Strepto,2003,537-613,,,,,
Strepto,2004,0-62,69-107,209-355,,,
Strepto,2005,86-292,342-417,,,,
Strepto,2006,,,,,,
Strepto,2007,404-441,,,,,
Strepto,2008,176-363,,,,,
Strepto,2009,393-432,436-486,496-533,,,
Strepto,2010,341-424,461-530,,,,
Strepto,2011,207-291,,,,,
Strepto,2012,311-350,,,,,
Strepto,2013,326-501,,,,,
Strepto,2014,463-530,,,,,
Strepto,2015,310-405,412-474,,,,
Strepto,2016,410-461,474-521,,,,
Strepto,2017,52-95,312-467,,,,
Strepto,2018,310-472,,,,,
Strepto,2019,391-469,,,,,
Strepto,2020,,,,,,
Strepto,2021,,,,,,
Strepto,2022,402-438,512-612,,,,
Strepto,2023,376-450,,,,,
Strepto,2024,381-478,,,,,
Strepto,2025,420-488,,,,,
Strepto,2026,217-271,325-490,,,,
Strepto,2027,77-278,,,,,
Strepto,2028,368-449,,,,,
Strepto,2029,172-318,429-475,,,,
Strepto,2030,164-270,,,,,
Strepto,2031,314-377,538-613,,,,
Strepto,2032,222-281,,,,,
Strepto,2033,355-406,419-493,,,,
Strepto,2034,285-389,393-447,,,,
Strepto,2035,64-103,421-483,,,,
Strepto,2036,68-115,548-597,,,,
Strepto,2037,108-168,172-301,393-459,,,
Strepto,2038,237-297,350-404,,,,
Strepto,2039,427-479,,,,,
Strepto,2040,0-114,,,,,
Strepto,2041,508-544,,,,,
Strepto,2042,188-256,553-613,,,,
Strepto,2043,64-126,474-531,,,,
Strepto,2044,302-426,,,,,
Strepto,2045,,,,,,
Strepto,2046,21-59,396-462,557-613,,,
Strepto,2047,,,,,,
Strepto,2048,336-461,,,,,
Strepto,2049,93-161,302-352,416-483,,,
Strepto,2050,9-67,130-187,,,,
Strepto,2051,388-482,490-561,,,,
Strepto,2052,316-371,464-534,,,,
Strepto,2053,358-562,,,,,
Strepto,2054,174-291,,,,,
Strepto,2055,425-535,,,,,
